id_usuario,edad_usuario,genero_usuario,fecha_origen_recorrido,id_estacion_origen,nombre_estacion_origen,direccion_estacion_origen,capacidad_estacion_origen,lat_estacion_origen,long_estacion_origen,duracion_recorrido,fecha_destino_recorrido,id_estacion_destino,nombre_estacion_destino,direccion_estacion_destino,capacidad_estacion_destino,lat_estacion_destino,long_estacion_destino,servicio
24407,,,2019-06-24 17:17:20,44.0,Ecoparque,Del Libertador Av. 3260,20.0,-34.5755148,-58.413882900000004,0 days 00:12:48.000000000,2019-06-24 17:30:08,239.0,Plaza República de Ecuador,"Figueroa Alcorta, Pres. Av. y Dorrego Av.",20.0,-34.565008899999995,-58.4201625,nuevo
14080_0,36.0,FEMENINO,2019-01-27 19:34:07,44_0,Ecoparque,,,,,0 days 00:19:25.000000000,2019-01-27 19:53:32,190.0,Juncal,Juncal 3320 y Jerónimo Salguero,,-34.5850777556995,-58.41122742233949,antiguo
173311,,,2019-06-10 13:09:04,165.0,PLAZA MONSEÑOR MIGUEL DE ANDREA,"Anchorena, Tomas Manuel De, Dr. y Cabrera, Jose A.",12.0,-34.597048,-58.407614,0 days 00:37:28.000000000,2019-06-10 13:46:32,166.0,Cementerio de Recoleta,"Lopez, Vicente 2000",20.0,-34.589189700000006,-58.393250699999996,nuevo
161431,,,2019-07-02 16:37:29,152.0,JULIETA LANTERI,"Vera Peñaloza,  Rosario 599",20.0,-34.6181645,-58.3596311,0 days 00:11:20.000000000,2019-07-02 16:48:49,128.0,PARQUE DEL BAJO,"Madero, Eduardo Av. y Peron, Juan Domingo, Tte. General",20.0,-34.6041138,-58.3689118,nuevo
102766,,,2019-07-19 12:51:17,132.0,CORRIENTES,Reconquista y Corrientes Av.,12.0,-34.6033685,-58.372763,0 days 00:14:50.000000000,2019-07-19 13:06:07,40.0,Sarmiento,Sarmiento 481,16.0,-34.604461,-58.373499,nuevo
109332,,,2019-07-25 13:28:58,53.0,Ricardo Rojas,San Martin 1068,20.0,-34.5952579,-58.374351399999995,0 days 00:14:19.000000000,2019-07-25 13:43:17,33.0,Facultad de Medicina,"Uriburu Jose E., Pres. 987",20.0,-34.5970909,-58.3989807,nuevo
8651,,,2019-06-07 14:57:31,292.0,PLAZA RICARDO LLERAS,"Samperio, Manuel J. y Herrera",20.0,-34.634796,-58.378108999999995,0 days 00:49:33.000000000,2019-06-07 15:47:04,101.0,Fitz Roy,Fitz Roy 1092,20.0,-34.5891857,-58.4424397,nuevo
349091,,,2019-06-23 18:15:33,391.0,Larralde,Vidal 3607,20.0,-34.5508944,-58.4719176,0 days 01:25:11.000000000,2019-06-23 19:40:44,268.0,GARCIA DEL RIO,Garcia Del Rio y Pinto,28.0,-34.5500734,-58.476643,nuevo
34881,,,2019-05-19 01:20:40,200.0,AUSTRIA Y FRENCH,Austria 2080,20.0,-34.5883282,-58.4038684,0 days 00:08:51.000000000,2019-05-19 01:29:31,33.0,Facultad de Medicina,"Uriburu Jose E., Pres. 987",20.0,-34.5970909,-58.3989807,nuevo
384137,,,2019-07-17 17:36:46,343.0,Parque Chacabuco II,Asamblea Av. y Faraday,20.0,-34.635727200000005,-58.4411639,0 days 00:42:59.000000000,2019-07-17 18:19:45,204.0,Hipólito Yrigoyen,"Yrigoyen, Hipolito Av. 4300",24.0,-34.6148209,-58.4278453,nuevo
124280,,,2019-05-16 12:08:16,73.0,Ruy Díaz de Guzmán,"Garcia, Martin Av. y Ruy Diaz De Guzman",16.0,-34.6306814,-58.3718235,0 days 00:41:08.000000000,2019-05-16 12:49:24,150.0,VERA PEÑALOZA,"Vera Peñaloza,  Rosario y Cossettini, Olga",30.0,-34.618100299999995,-58.363138899999996,nuevo
149944,,,2019-05-13 22:36:48,33.0,Facultad de Medicina,"Uriburu Jose E., Pres. 987",20.0,-34.5970909,-58.3989807,0 days 00:11:14.000000000,2019-05-13 22:48:02,11.0,Tribunales,Talcahuano 600,20.0,-34.601176200000005,-58.3850791,nuevo
31419,,,2019-06-05 09:09:02,114.0,DELLA PAOLERA,"Della Paolera, Carlos M. 297",30.0,-34.5949745,-58.3722554,0 days 00:05:35.000000000,2019-06-05 09:14:37,15.0,JUANA MANSO II,"Manso Juana y De La Barra,  Emma",20.0,-34.6004,-58.3636706,nuevo
163537,,,2019-05-31 07:01:57,364.0,Matienzo Y Arce,"Matienzo, Benjamin, Teniente 1798",24.0,-34.568721999999994,-58.43438100000001,0 days 00:39:52.000000000,2019-05-31 07:41:49,444.0,Ministerio de Economia,"Balcarce y Yrigoyen, Hipolito Av.",24.0,-34.60890870000001,-58.3711541,nuevo
21643,,,2019-05-25 21:26:57,39.0,CONGRESO II,Rivadavia Av. y Parana,20.0,-34.6092213,-58.38769250000001,0 days 00:10:49.000000000,2019-05-25 21:37:46,69.0,Ecuador,Ecuador 1226,16.0,-34.5961006,-58.4046092,nuevo
123861,,,2019-06-04 13:44:32,318.0,ESPINOSA,Espinosa 1785,20.0,-34.603935,-58.457319999999996,0 days 00:07:51.000000000,2019-06-04 13:52:23,387.0,Donato Alvarez,"Garcia, Juan Agustin 1540",16.0,-34.6019716,-58.465530099999995,nuevo
109461,,,2019-05-10 19:03:29,11.0,Tribunales,Talcahuano 600,20.0,-34.601176200000005,-58.3850791,0 days 00:11:29.000000000,2019-05-10 19:14:58,85.0,AGUERO,"Aguero y Mansilla, Lucio Norberto, General",20.0,-34.5948057,-58.4091784,nuevo
153239,,,2019-05-18 03:44:53,31.0,Padilla,"Padilla y Alvarez, Julian",20.0,-34.6032081,-58.43964570000001,0 days 00:50:07.000000000,2019-05-18 04:35:00,197.0,Quintino Bocayuva,Quintino Bocayuva y Don Bosco,20.0,-34.613448999999996,-58.423396999999994,nuevo
15112,,,2019-04-03 13:55:48,76.0,Ayacucho,"Ayacucho y Peron, Juan Domingo, Tte. General",20.0,-34.6074084,-58.3950548,0 days 00:22:40.000000000,2019-04-03 14:18:28,5.0,Plaza Italia,Sarmiento Av. 2601,42.0,-34.580549700000006,-58.420954200000004,nuevo
19252,,,2019-04-23 18:40:01,32.0,Catedral,San Martin 67,16.0,-34.60720739999999,-58.37359839999999,0 days 00:38:38.000000000,2019-04-23 19:18:39,58.0,Ministro Carranza,Santa Fe Av. y Dorrego,20.0,-34.575277299999996,-58.43468829999999,nuevo
222589,,,2019-07-07 18:51:18,263.0,PLAZA DEL ANGEL GRIS,Calcena y Avellaneda Av.,12.0,-34.621794799999996,-58.457527899999995,0 days 00:12:04.000000000,2019-07-07 19:03:22,449.0,San Jose de Flores,Avenida Rivadavia y Fray Cayetano,24.0,-34.6289374,-58.463660600000004,nuevo
387460,,,2019-07-10 16:02:11,398.0,Gregoria Perez,"Perez, Gregoria 3314",16.0,-34.57618170000001,-58.45465079999999,0 days 00:32:09.000000000,2019-07-10 16:34:20,210.0,General Urquiza,"Figueroa Alcorta, Pres. Av. y Sarmiento Av.",20.0,-34.572132,-58.4113228,nuevo
193245,,,2019-05-24 21:09:43,229.0,PLAZOLETA CELEDONIO FLORES,Cordoba 6599,12.0,-34.5813811,-58.4514575,0 days 00:34:59.000000000,2019-05-24 21:44:42,44.0,Ecoparque,Del Libertador Av. 3260,20.0,-34.5755148,-58.413882900000004,nuevo
69105,,,2019-07-31 19:43:24,299.0,CULPINA,Culpina 121,20.0,-34.631485999999995,-58.46629300000001,0 days 00:15:30.000000000,2019-07-31 19:58:54,314.0,SOR JUANA,Galicia 1630,16.0,-34.61047,-58.4602399,nuevo
149433,,,2019-06-07 10:10:43,137.0,AZOPARDO Y CHILE,Azopardo 700,20.0,-34.6155977,-58.367492299999995,0 days 00:05:45.000000000,2019-06-07 10:16:28,150.0,VERA PEÑALOZA,"Vera Peñaloza,  Rosario y Cossettini, Olga",30.0,-34.618100299999995,-58.363138899999996,nuevo
147848,,,2019-05-25 02:07:22,214.0,Armenia y Gorriti,Armenia 1525,16.0,-34.5905808,-58.428962399999996,0 days 00:08:46.000000000,2019-05-25 02:16:08,121.0,YATAY,Yatay 925,20.0,-34.601173200000005,-58.4285093,nuevo
153762,,,2019-05-11 07:18:53,69.0,Ecuador,Ecuador 1226,16.0,-34.5961006,-58.4046092,0 days 00:20:24.000000000,2019-05-11 07:39:17,197.0,Quintino Bocayuva,Quintino Bocayuva y Don Bosco,20.0,-34.613448999999996,-58.423396999999994,nuevo
526740_0,33.0,FEMENINO,2019-02-07 17:20:13,114.0,Della Paolera,Carlos M. Della Paolera 297 entre Leandro N Alem y Eduardo Madero,,-34.5947530965532,-58.3725350641629,0 days 00:21:14.000000000,2019-02-07 17:41:27,116.0,Hospital Alemán,Beruti y Ecuador,,-34.592104240900895,-58.4025983842195,antiguo
402433,,,2019-07-29 07:42:21,297.0,QUIRNO,Quirno 781,16.0,-34.640978000000004,-58.466118,0 days 00:42:32.000000000,2019-07-29 08:24:53,362.0,Holmberg,Holmberg 2725,16.0,-34.566746,-58.479108,nuevo
116145,,,2019-07-19 05:39:05,144.0,PUEYRREDÓN,Boulogne Sur Mer 684,20.0,-34.6018744,-58.4060944,0 days 00:09:52.000000000,2019-07-19 05:48:57,121.0,YATAY,Yatay 925,20.0,-34.601173200000005,-58.4285093,nuevo
57506,,,2019-04-05 14:28:20,29.0,Parque Centenario,Patricias Argentinas Av. y Estivao,30.0,-34.6079414,-58.4335573,0 days 01:57:30.000000000,2019-04-05 16:25:50,49.0,33 Orientales,Constitucion y Treinta y Tres Orientales,20.0,-34.6290527,-58.422610999999996,nuevo
35541,,,2019-07-22 21:03:59,274.0,Ciudad De La Paz,Ciudad De La Paz 2816,24.0,-34.5563511,-58.4630428,0 days 00:10:00.000000000,2019-07-22 21:13:59,268.0,GARCIA DEL RIO,Garcia Del Rio y Pinto,28.0,-34.5500734,-58.476643,nuevo
282459_0,26.0,MASCULINO,2019-02-05 03:16:48,182.0,Ravignani y Guatemala,Ravignani 2171 y Guatemala,,-34.5781909512788,-58.4352336081538,0 days 00:13:04.000000000,2019-02-05 03:29:52,94.0,Guzmán,Guzmán y Leiva,,-34.5918191166975,-58.449442063758795,antiguo
311942,,,2019-06-09 19:58:30,91.0,Pasco,Pasco 708,20.0,-34.6174482,-58.397602,0 days 01:54:24.000000000,2019-06-09 21:52:54,14.0,Pacifico,"Santa Fe Av. y Bullrich, Int. Av.",30.0,-34.577424,-58.426387,nuevo
89687,,,2019-03-23 00:17:33,56.0,Plaza Palermo Viejo,Costa Rica y Armenia,16.0,-34.588567,-58.425999,0 days 00:33:21.000000000,2019-03-23 00:50:54,31.0,Padilla,"Padilla y Alvarez, Julian",20.0,-34.6032081,-58.43964570000001,nuevo
112847,,,2019-06-15 15:21:20,186.0,MANZANA 66,Moreno 2875,20.0,-34.6136356,-58.40644150000001,0 days 00:13:59.000000000,2019-06-15 15:35:19,175.0,Constitución,"Garay, Juan De Av. 1050",36.0,-34.6267408,-58.38093489999999,nuevo
101057,,,2019-06-23 11:58:18,418.0,Plaza Mafalda,"Arenal, Concepcion y Martinez, Enrique, Gral.",20.0,-34.580773,-58.444613600000004,0 days 00:46:46.000000000,2019-06-23 12:45:04,8.0,Congreso,"Cevallos, Virrey y Yrigoyen, Hipolito Av.",24.0,-34.6094218,-58.3893364,nuevo
152773,,,2019-05-06 11:16:09,190.0,JUNCAL,"Juncal y Salguero, Jeronimo",20.0,-34.5850763,-58.41111360000001,0 days 00:51:00.000000000,2019-05-06 12:07:09,23.0,Suipacha,Suipacha y Viamonte,12.0,-34.600309499999995,-58.3793463,nuevo
121108,,,2019-04-22 23:31:56,25.0,Plaza Guemes,"Salguero, Jeronimo y Mansilla, Lucio Norberto, General",24.0,-34.5894269,-58.416117799999995,0 days 00:12:09.000000000,2019-04-22 23:44:05,17.0,Plaza Almagro,Bulnes 441,20.0,-34.606410100000005,-58.418730599999996,nuevo
311,,,2019-07-23 19:33:14,214.0,Armenia y Gorriti,Armenia 1525,16.0,-34.5905808,-58.428962399999996,0 days 00:23:33.000000000,2019-07-23 19:56:47,77.0,SARANDI,Sarandi 176,20.0,-34.6116273,-58.39473670000001,nuevo
232573,,,2019-07-29 12:52:55,5.0,Plaza Italia,Sarmiento Av. 2601,42.0,-34.580549700000006,-58.420954200000004,0 days 00:15:18.000000000,2019-07-29 13:08:13,69.0,Ecuador,Ecuador 1226,16.0,-34.5961006,-58.4046092,nuevo
111772,,,2019-06-02 20:36:40,52.0,SANCHEZ DE BUSTAMANTE,Sanchez De Bustamante 212,20.0,-34.606682,-58.414851,0 days 00:30:14.000000000,2019-06-02 21:06:54,197.0,Quintino Bocayuva,Quintino Bocayuva y Don Bosco,20.0,-34.613448999999996,-58.423396999999994,nuevo
181055,,,2019-07-28 21:48:31,124.0,UGARTECHE,Ugarteche 3050,20.0,-34.580538,-58.411965,0 days 00:18:04.000000000,2019-07-28 22:06:35,208.0,RAVIGNANI,"Ravignani, Emilio, Dr. y Costa Rica",20.0,-34.58047020000001,-58.43799250000001,nuevo
369453,,,2019-07-18 18:35:18,214.0,Armenia y Gorriti,Armenia 1525,16.0,-34.5905808,-58.428962399999996,0 days 00:16:41.000000000,2019-07-18 18:51:59,89.0,Cabello,Cabello 3082,20.0,-34.5825475,-58.405667099999995,nuevo
72,,,2019-07-11 07:06:56,205.0,F.J.Santamaria de Oro,Fray Justo Santamaria De Oro y Guatemala,16.0,-34.583273299999995,-58.427956200000004,0 days 00:12:24.000000000,2019-07-11 07:19:20,210.0,General Urquiza,"Figueroa Alcorta, Pres. Av. y Sarmiento Av.",20.0,-34.572132,-58.4113228,nuevo
233583,,,2019-06-28 13:16:28,258.0,La Pampa,La Pampa 2250,16.0,-34.56559179999999,-58.455483799999996,0 days 00:14:35.000000000,2019-06-28 13:31:03,278.0,MONROE,Superi 2519,16.0,-34.564083000000004,-58.469789,nuevo
39709,,,2019-03-31 18:53:11,49.0,33 Orientales,Constitucion y Treinta y Tres Orientales,20.0,-34.6290527,-58.422610999999996,0 days 01:35:41.000000000,2019-03-31 20:28:52,49.0,33 Orientales,Constitucion y Treinta y Tres Orientales,20.0,-34.6290527,-58.422610999999996,nuevo
83440,,,2019-05-29 16:54:06,134.0,DON BOSCO,Don Bosco 3490,20.0,-34.611801299999996,-58.4150532,0 days 00:38:18.000000000,2019-05-29 17:32:24,29.0,Parque Centenario,Patricias Argentinas Av. y Estivao,30.0,-34.6079414,-58.4335573,nuevo
253329,,,2019-06-10 03:45:04,262.0,Plaza Saenz Peña,"Lamas, Andres y Escalada De San Martin, R.",16.0,-34.60962,-58.4673963,0 days 00:22:35.000000000,2019-06-10 04:07:39,56.0,Plaza Palermo Viejo,Costa Rica y Armenia,16.0,-34.588567,-58.425999,nuevo
237371,,,2019-06-29 22:53:17,312.0,CONCORDIA,Bogota 3396,20.0,-34.629028000000005,-58.4769111,0 days 00:13:14.000000000,2019-06-29 23:06:31,312.0,CONCORDIA,Bogota 3396,20.0,-34.629028000000005,-58.4769111,nuevo
31145,,,2019-05-18 13:39:50,63.0,Reconquista,Reconquista 76,20.0,-34.5987657,-58.3728605,0 days 00:17:28.000000000,2019-05-18 13:57:18,112.0,9 de Julio,"Irigoyen, Bernardo De 320",16.0,-34.612075,-58.380384,nuevo
163315,,,2019-05-23 11:25:56,281.0,Plaza Irlanda,Gaona Av. 2200,16.0,-34.6138773,-58.45837420000001,0 days 00:37:34.000000000,2019-05-23 12:03:30,200.0,AUSTRIA Y FRENCH,Austria 2080,20.0,-34.5883282,-58.4038684,nuevo
249973,,,2019-07-07 15:16:25,248.0,Plaza Zapiola,Donado 2001,20.0,-34.5738411,-58.4742812,0 days 00:24:40.000000000,2019-07-07 15:41:05,390.0,11 de septiembre,11 De Septiembre De 1888 3314,28.0,-34.547758,-58.459881,nuevo
205518,,,2019-07-11 08:50:40,168.0,Estados Unidos,Estados Unidos y Lima,16.0,-34.6186217,-58.381227100000004,0 days 00:13:57.000000000,2019-07-11 09:04:37,38.0,Plaza Libertad,Cerrito 990,20.0,-34.59704970000001,-58.38284029999999,nuevo
46015,,,2019-03-29 09:09:47,42.0,Diagonal Norte,"Saenz Peña, Roque, Pres. Diagonal Norte Av. y Suipacha",24.0,-34.604447,-58.38003248,0 days 00:14:01.000000000,2019-03-29 09:23:48,4.0,Plaza Roma,Lavalle y Bouchard,20.0,-34.6017255,-58.368762800000006,nuevo
149076,,,2019-05-24 13:07:12,206.0,Fitz Roy & Gorriti,Fitz Roy y Gorriti,16.0,-34.5849119,-58.4372524,0 days 01:09:15.000000000,2019-05-24 14:16:27,320.0,Carranza Y Gorriti,"Carranza, Angel Justiniano 1501",20.0,-34.584058,-58.440073,nuevo
247817,,,2019-07-11 13:35:35,242.0,MALBA,San Martin De Tours 3051,20.0,-34.5771741,-58.4032162,0 days 00:26:21.000000000,2019-07-11 14:01:56,82.0,HOSPITAL ITALIANO,Rawson 394,20.0,-34.6078917,-58.4263947,nuevo
203572,,,2019-06-09 22:12:37,143.0,BILLINGHURST Y VALENTÍN GOMEZ,Billinghurst 455,20.0,-34.604709,-58.415806999999994,0 days 00:05:27.000000000,2019-06-09 22:18:04,194.0,PERÓN Y ACUÑA DE FIGUEROA,"Peron, Juan Domingo, Tte. General 3997",16.0,-34.6060758,-58.4224635,nuevo
41168,,,2019-05-24 11:24:05,46.0,Chile,Peru 718,18.0,-34.6163012,-58.37437489999999,0 days 00:33:40.000000000,2019-05-24 11:57:45,29.0,Parque Centenario,Patricias Argentinas Av. y Estivao,30.0,-34.6079414,-58.4335573,nuevo
86531,,,2019-06-21 19:01:56,38.0,Plaza Libertad,Cerrito 990,20.0,-34.59704970000001,-58.38284029999999,0 days 00:20:38.000000000,2019-06-21 19:22:34,211.0,Plaza Garay,"Garay, Juan De Av. y Saenz Peña, Luis, Pres.",20.0,-34.6266267,-58.3879696,nuevo
80527,,,2019-07-02 15:58:55,290.0,FERROCARRIL OESTE,"Garcia Lorca, Federico 280",20.0,-34.6186003,-58.4456027,0 days 00:35:45.000000000,2019-07-02 16:34:40,182.0,RAVIGNANI Y GUATEMALA,"Ravignani, Emilio, Dr. 2185",20.0,-34.5780479,-58.4352466,nuevo
215042,,,2019-07-01 14:59:21,70.0,ARAOZ,Araoz 1413,20.0,-34.5926862,-58.4260597,0 days 00:11:03.000000000,2019-07-01 15:10:24,418.0,Plaza Mafalda,"Arenal, Concepcion y Martinez, Enrique, Gral.",20.0,-34.580773,-58.444613600000004,nuevo
235345,,,2019-06-07 12:06:31,135.0,MARCELO T. DE ALVEAR,Esmeralda 902,20.0,-34.5972818,-58.3787856,0 days 00:27:13.000000000,2019-06-07 12:33:44,73.0,Ruy Díaz de Guzmán,"Garcia, Martin Av. y Ruy Diaz De Guzman",16.0,-34.6306814,-58.3718235,nuevo
121243_0,28.0,MASCULINO,2019-02-11 20:38:10,100.0,Castillo,Castillo 815 entre Thames y Serrano,,-34.592706718923395,-58.4367711514498,0 days 00:11:43.000000000,2019-02-11 20:49:53,66.0,Billinghurst,De la Cárcova 3508,,-34.5946291440332,-58.41385892691,antiguo
119518,,,2019-04-22 18:37:57,31.0,Padilla,"Padilla y Alvarez, Julian",20.0,-34.6032081,-58.43964570000001,0 days 00:14:30.000000000,2019-04-22 18:52:27,87.0,Guayaquil,Guayaquil y Doblas,16.0,-34.619845,-58.4314942,nuevo
107697,,,2019-05-27 18:45:13,197.0,Quintino Bocayuva,Quintino Bocayuva y Don Bosco,20.0,-34.613448999999996,-58.423396999999994,0 days 00:11:49.000000000,2019-05-27 18:57:02,54.0,Acuña de Figueroa,"Lavalle y Acuña De Figueroa, Francisco",20.0,-34.598118299999996,-58.42198440000001,nuevo
172210,,,2019-05-17 15:18:30,24.0,ALSINA,"Alsina, Adolfo E Irigoyen, Bernardo De",18.0,-34.610583,-58.380894299999994,0 days 00:08:19.000000000,2019-05-17 15:26:49,95.0,ESMERALDA,Esmeralda 516,16.0,-34.60211210000001,-58.37816779999999,nuevo
317291_0,28.0,FEMENINO,2019-01-24 22:44:54,31.0,Padilla,Padilla y Warnes Av,,-34.603162361388605,-58.439709218240296,0 days 00:14:28.000000000,2019-01-24 22:59:22,118.0,México,Saavedra y México,,-34.6168125831672,-58.4028266768832,antiguo
261420,,,2019-07-02 12:51:17,131.0,HOSPITAL DE CLÍNICAS,,16.0,-34.59840429999999,-58.399015799999994,0 days 00:36:49.000000000,2019-07-02 13:28:06,432.0,Jose Maria Moreno,"Moreno, Jose Maria Av. 141",20.0,-34.620249,-58.435877000000005,nuevo
24165,,,2019-05-23 23:59:37,112.0,9 de Julio,"Irigoyen, Bernardo De 320",16.0,-34.612075,-58.380384,0 days 00:04:56.000000000,2019-05-24 00:04:33,51.0,TUCUMAN,Tucuman y 9 De Julio Av.,12.0,-34.6014776,-58.38212610000001,nuevo
365731,,,2019-06-29 14:40:57,419.0,Plaza Balcarce,Jaramillo 2324,20.0,-34.547672999999996,-58.467851,0 days 01:01:55.000000000,2019-06-29 15:42:52,316.0,SAN MARTIN,Cucha Cucha 1471,16.0,-34.605638,-58.45336089999999,nuevo
173161,,,2019-05-23 12:57:27,12.0,Plaza Vicente Lopez,Parana y Juncal,16.0,-34.5927096,-58.38880699999999,0 days 00:28:12.000000000,2019-05-23 13:25:39,12.0,Plaza Vicente Lopez,Parana y Juncal,16.0,-34.5927096,-58.38880699999999,nuevo
59239,,,2019-05-27 14:17:20,272.0,PLAZA MALAVER,Heredia 328,20.0,-34.5883744,-58.46686510000001,0 days 00:20:52.000000000,2019-05-27 14:38:12,281.0,Plaza Irlanda,Gaona Av. 2200,16.0,-34.6138773,-58.45837420000001,nuevo
82054,,,2019-05-22 10:46:51,38.0,Plaza Libertad,Cerrito 990,20.0,-34.59704970000001,-58.38284029999999,0 days 00:06:17.000000000,2019-05-22 10:53:08,78.0,SUIPACHA Y ARROYO,Suipacha 1420,20.0,-34.5910737,-58.3799953,nuevo
15259,,,2019-07-31 21:46:29,134.0,DON BOSCO,Don Bosco 3490,20.0,-34.611801299999996,-58.4150532,0 days 00:45:42.000000000,2019-07-31 22:32:11,95.0,ESMERALDA,Esmeralda 516,16.0,-34.60211210000001,-58.37816779999999,nuevo
1240,,,2019-05-18 08:35:08,73.0,Ruy Díaz de Guzmán,"Garcia, Martin Av. y Ruy Diaz De Guzman",16.0,-34.6306814,-58.3718235,0 days 00:05:39.000000000,2019-05-18 08:40:47,196.0,HOSPITAL ARGERICH,Pi y Margall 750,20.0,-34.6275351,-58.3657211,nuevo
397737,,,2019-07-13 17:52:44,175.0,Constitución,"Garay, Juan De Av. 1050",36.0,-34.6267408,-58.38093489999999,0 days 00:20:22.000000000,2019-07-13 18:13:06,72.0,Venezuela,Peru 490,18.0,-34.613542100000004,-58.374663500000004,nuevo
140850,,,2019-05-22 01:03:54,167.0,PLAZA 24 DE SEPTIEMBRE,San Martin Av. 1355,16.0,-34.6070594,-58.4485709,0 days 00:41:36.000000000,2019-05-22 01:45:30,231.0,PLAZA BENITO NAZAR,"Virasoro, Valentin y Figueroa, D. Apolinario, Coronel",16.0,-34.6051305,-58.445839799999995,nuevo
1831,,,2019-07-14 17:57:18,82.0,HOSPITAL ITALIANO,Rawson 394,20.0,-34.6078917,-58.4263947,0 days 01:43:00.000000000,2019-07-14 19:40:18,375.0,Arregui Y Terrada,Arregui 2793,16.0,-34.6050537,-58.4847864,nuevo
562546_0,30.0,MASCULINO,2019-01-23 11:27:00,167.0,Hipólito Yrigoyen,Hipolito Yrigoyen entre Muñiz y La Plata,,-34.61506434662,-58.42878106059361,0 days 00:10:30.000000000,2019-01-23 11:37:30,180.0,Castro y México,Castro 680 entre México y Agrelo,,-34.619802649015,-58.4204709626304,antiguo
278302,,,2019-07-24 18:30:18,41.0,URQUIZA,"Urquiza, Gral. y Rondeau",20.0,-34.6364511,-58.4076348,0 days 00:18:34.000000000,2019-07-24 18:48:52,8.0,Congreso,"Cevallos, Virrey y Yrigoyen, Hipolito Av.",24.0,-34.6094218,-58.3893364,nuevo
67848,,,2019-06-19 12:51:12,79.0,AZUCENA VILLAFLOR,"Villaflor, Azucena y Dealessi, Pierina",30.0,-34.61189,-58.36393,0 days 00:23:52.000000000,2019-06-19 13:15:04,76.0,Ayacucho,"Ayacucho y Peron, Juan Domingo, Tte. General",20.0,-34.6074084,-58.3950548,nuevo
206679,,,2019-06-25 07:13:12,359.0,Fleni,Montañeses 2292,20.0,-34.555654,-58.4504687,0 days 00:33:49.000000000,2019-06-25 07:47:01,90.0,GUTIERREZ,"Gutierrez, Juan Maria 2685",20.0,-34.5866324,-58.39987489999999,nuevo
26165,,,2019-03-04 23:12:39,56.0,Plaza Palermo Viejo,Costa Rica y Armenia,16.0,-34.588567,-58.425999,0 days 00:36:24.000000000,2019-03-04 23:49:03,56.0,Plaza Palermo Viejo,Costa Rica y Armenia,16.0,-34.588567,-58.425999,nuevo
49994,,,2019-03-19 08:22:26,98.0,Moreno,Moreno 838,16.0,-34.6117981,-58.378471700000006,0 days 00:16:01.000000000,2019-03-19 08:38:27,2.0,Retiro I,"Ramos Mejia, Jose Maria, Dr. Av. y Del Libertador Av.",20.0,-34.59242329999999,-58.37471510000001,nuevo
358529,,,2019-07-30 14:29:15,263.0,PLAZA DEL ANGEL GRIS,Calcena y Avellaneda Av.,12.0,-34.621794799999996,-58.457527899999995,0 days 00:14:09.000000000,2019-07-30 14:43:24,263.0,PLAZA DEL ANGEL GRIS,Calcena y Avellaneda Av.,12.0,-34.621794799999996,-58.457527899999995,nuevo
60574,,,2019-05-25 10:17:05,64.0,RIOBAMBA,Riobamba 1264,20.0,-34.5936508,-58.394108700000004,0 days 00:04:57.000000000,2019-05-25 10:22:02,200.0,AUSTRIA Y FRENCH,Austria 2080,20.0,-34.5883282,-58.4038684,nuevo
372428,,,2019-07-02 23:46:41,184.0,Pedro Echague,"Echague, Pedro 1878",20.0,-34.630612899999996,-58.3913419,0 days 00:52:59.000000000,2019-07-03 00:39:40,280.0,SIMON BOLIVAR,"Fernandez Moreno, Baldomero 1701",24.0,-34.633311299999995,-58.4494755,nuevo
2338,,,2019-05-09 01:36:26,70.0,ARAOZ,Araoz 1413,20.0,-34.5926862,-58.4260597,0 days 00:26:40.000000000,2019-05-09 02:03:06,45.0,Uruguay,Uruguay Av. 561,20.0,-34.6018635,-58.3866934,nuevo
161946,,,2019-05-22 09:29:46,132.0,CORRIENTES,Reconquista y Corrientes Av.,12.0,-34.6033685,-58.372763,0 days 00:00:02.000000000,2019-05-22 09:29:48,53.0,Ricardo Rojas,San Martin 1068,20.0,-34.5952579,-58.374351399999995,nuevo
24587,,,2019-03-13 15:19:34,30.0,Peña,Peña y Azcuenaga,20.0,-34.5908211,-58.3973698,0 days 00:49:39.000000000,2019-03-13 16:09:13,54.0,Acuña de Figueroa,"Lavalle y Acuña De Figueroa, Francisco",20.0,-34.598118299999996,-58.42198440000001,nuevo
162672,,,2019-05-22 10:59:08,149.0,LIMA,Mexico y Lima,16.0,-34.6153266,-58.3813642,0 days 00:20:07.000000000,2019-05-22 11:19:15,77.0,SARANDI,Sarandi 176,20.0,-34.6116273,-58.39473670000001,nuevo
178279,,,2019-06-18 17:30:54,73.0,Ruy Díaz de Guzmán,"Garcia, Martin Av. y Ruy Diaz De Guzman",16.0,-34.6306814,-58.3718235,0 days 00:11:09.000000000,2019-06-18 17:42:03,433.0,Plazoleta Colombia,Brandsen 1619,20.0,-34.637491,-58.373638,nuevo
131011,,,2019-06-14 15:19:45,375.0,Arregui Y Terrada,Arregui 2793,16.0,-34.6050537,-58.4847864,0 days 00:05:24.000000000,2019-06-14 15:25:09,385.0,Plaza Aristóbulo Del Valle,"Campana y Sastre, Marcos",16.0,-34.6061187,-58.493419200000005,nuevo
